mean_timeI,mean_timeRT,mean_timeD,stdev_timeI,stdev_timeRT,stdev_timeD
0.0017088,0.0017088,0.0017088,0.0002580950729221049,0.0002580950729221049,0.0002580950729221049
0.0006236,0.0018498999999999998,7.86e-05,0.000197479787995295,0.00013849705171350515,2.0205609782104246e-05
0.0006586,0.0021102,7.950000000000001e-05,0.00020128928878054535,0.00015159140990028282,1.173077623651185e-05
0.0007568,0.0024892,0.0001568,0.00017550422597001288,6.008845331860537e-05,9.519570485175386e-06
0.0007304,0.0027416,0.00018449999999999999,0.00010956499846615655,0.000198025363134232,6.064147828746336e-05
0.0007745,0.0031439000000000003,0.000166,0.0001688334155972159,0.00023368946631516512,1.3140268896284684e-05
0.0007497999999999999,0.0037005000000000002,0.00017559999999999999,7.886387709915808e-05,0.000783168954384117,2.0172588662175543e-05
0.0007364,0.0038522,0.0001662,7.345323531184842e-05,0.00036511301142401253,8.586811592979864e-06
0.0007610000000000001,0.0042042,0.00017769999999999998,8.689073598491383e-05,0.00047622935650797516,1.9396735120461213e-05
0.0008418,0.004782,0.0001775,0.00011480011614395985,0.0005855548176255101,9.913514905308703e-06
0.0008496999999999999,0.0057374,0.0001832,9.93199655434674e-05,0.0016089827842459966,9.9643810088178e-06
0.0009019000000000001,0.0056449,0.0001859,0.00015439088199904958,0.0005419740563696547,1.4715449175762339e-05
0.000906,0.0062222,0.000192,0.00021516040527941004,0.0006633458625282389,1.4862331206405305e-05
0.0008437999999999999,0.0067013,0.0002078,0.00017136562600993753,0.0006630054549800728,3.8516374584209125e-05
0.0009161000000000001,0.0080402,0.00020270000000000002,0.00015670882411515812,0.0019072383641741736,2.6658540428496412e-05
0.0008837000000000001,0.0087279,0.00022569999999999998,0.00017627696011296166,0.0023604684304415324,6.829519260777681e-05
0.0009088000000000001,0.0087539,0.0002079,0.00015299150303203115,0.0010166911964253893,1.9312920257922902e-05
0.0009008999999999999,0.0090125,0.0002093,0.0001457665180272129,0.0007821381307387816,1.515878916301988e-05
0.0009816999999999998,0.0109451,0.0002103,0.00013489670945661432,0.0030445812136756455,1.8523558573401117e-05
0.0010951000000000001,0.0106174,0.0002219,0.0002616110131898545,0.0012113680237190053,1.985754824297859e-05
0.0011275,0.0114148,0.0002222,0.00017949450626071476,0.0007617359997619474,1.4374359889129753e-05
0.0011411,0.0120552,0.00023019999999999998,0.00025654172283579046,0.0011925227041863816,1.907761923185268e-05
0.0012205,0.0128772,0.00025600000000000004,0.0003263260979790342,0.0019518871665931696,7.864406454964601e-05
0.0013905,0.0130545,0.0002652,0.00030561822589629696,0.0013624560543371669,7.951771291144299e-05
0.0013310000000000002,0.013633999999999999,0.0002402,0.0004503443127208336,0.0012844648691186537,1.8004937594387202e-05
0.0013951,0.0156806,0.0002592,0.00042834940307080055,0.0031272864773012263,1.548332436311186e-05
0.0012590000000000001,0.016710700000000002,0.0002549,0.0002396933225788505,0.004238067590305751,1.8435774401358294e-05
0.0013231,0.015281900000000001,0.0002572,0.00022538483139337978,0.0014349564027446196,1.928614931902051e-05
0.0012303,0.017633199999999998,0.0002679,0.00010654268836689098,0.00243813388566839,2.4469709165959994e-05
0.0015338,0.0168603,0.0002633,0.0006211283281255171,0.0016121711413149933,2.2075879245104703e-05
0.0017045,0.0180364,0.0002718,0.0007783716978410764,0.0021293867244402136,2.1001587241603114e-05
0.0015826,0.0177789,0.0002742,0.0004387925857775326,0.0018007826971131809,2.576733504954588e-05
0.0015333,0.0204296,0.00028670000000000003,0.0003174149229846217,0.0036725933071877154,2.6157854142366757e-05
0.0014361999999999999,0.0218213,0.0002822,0.0003016851928012967,0.004313316719442501,2.768393035679724e-05
0.0017479000000000001,0.024680399999999998,0.0002928,0.0007870313349684511,0.005155345213142052,2.707109980116147e-05
0.0015237,0.0230888,0.0002937,0.00045516811302101463,0.00199704113349948,3.414039640465041e-05
0.0016338,0.0258219,0.0003122,0.0006387722250971433,0.004864048347027629,3.7917454204275546e-05
0.0015474,0.0247181,0.0003126,0.00028831741767249046,0.0017733489629637041,3.8230877572977576e-05
0.0016579,0.0251687,0.0003084,0.0006013542956434991,0.003625830726268885,2.7980945897759316e-05
0.0016089,0.0271584,0.0003085,0.00045791446314301485,0.006172571752879381,2.65507899024576e-05
0.0014589,0.026699,0.0003307,0.00018477220209400186,0.006332822154809374,4.456717775822621e-05
0.0015803000000000002,0.0269613,0.00032690000000000003,0.0001914274158932193,0.0023498105857470484,3.4523582922080636e-05
0.0020895,0.0258174,0.0003354,0.0015577068794295744,0.0014816383724332554,2.739099608752238e-05
0.0019931000000000003,0.027993800000000003,0.0003441,0.0010265499338398822,0.0019639039238776982,6.052263121253808e-05
0.0016792,0.029510199999999997,0.0003617,0.00028515796791719964,0.005445788664443174,8.430243175614805e-05
0.0017491,0.0304666,0.0003581,0.000327684282334214,0.0022305865795545546,5.830465961939347e-05
0.0017988999999999998,0.0317305,0.0003391,0.0003037917598180262,0.0066572280893276705,2.6714332399585723e-05
0.0022948,0.0313854,0.00034520000000000004,0.0018216290511517432,0.0022607730831141217,3.38913296024547e-05
0.0026012,0.0318278,0.0003839,0.0013369136762625242,0.0017453300101827292,3.442043966405233e-05
0.0020192,0.0372934,0.0003815,0.0004669008460048022,0.009132232247496899,3.3593154064481647e-05
0.0025218000000000003,0.0351727,0.0003875,0.0014642787227088215,0.002765769816484694,3.896793553679744e-05
0.0022040000000000002,0.0364549,0.0004314,0.0006543683977699411,0.006412331928921542,0.00010384411394007847
0.0023436,0.0358978,0.00043880000000000004,0.000672140230077689,0.001244280139947057,6.693413014133952e-05
0.0018713,0.0381455,0.0004124,0.0003294079031636409,0.006555886638061333,5.4275429267968236e-05
0.0025180000000000003,0.039385199999999995,0.0004362,0.0014883315789463345,0.006400617188990451,4.255401795887721e-05
0.0021759,0.039685399999999996,0.00045320000000000007,0.0002698309964897781,0.0011730034763612408,6.663299149487105e-05
0.0024332,0.0391627,0.000441,0.0005828956071964249,0.0015966288826427038,2.8272483678186695e-05
0.0023191,0.0411257,0.0004586,0.00031174221900652315,0.0013926562190449028,5.846024290062435e-05
0.0022178,0.0417345,0.00047799999999999996,0.00021526820480507564,0.0018160578949410662,8.99283665542253e-05
0.0020989999999999997,0.0437014,0.0004883,0.00026541079271365144,0.0014335672832328289,6.271638098969395e-05
0.0025728,0.0447442,0.000576,0.0006509517476570578,0.001171726627199744,0.00016592903436241788
0.0025038,0.0455363,0.0005564000000000001,0.0008648222424932832,0.0012367829280480502,0.00015962052221162262
0.002584,0.049711899999999996,0.000637,0.0007664814268968152,0.010790775180166107,0.000273051887620894
0.0027128,0.0473426,0.0005364,0.0007941163922527001,0.0006738336754884115,5.690577006478926e-05
0.0026823,0.05136159999999999,0.0005242000000000001,0.0007209208694440744,0.00949338348769523,4.3753856972842975e-05
0.0025853,0.0535632,0.0005058,0.0003363219522355857,0.009609997546536858,2.9723914801235567e-05
0.0025827,0.05225149999999999,0.0005119,0.00035099637541654975,0.0016493875125835854,4.226753416565064e-05
0.0023686000000000002,0.053302300000000004,0.0005283,0.00029546505715566433,0.001606521919482512,4.6265057608907775e-05
0.0024508999999999998,0.053771,0.0005085000000000001,0.00029677393191900574,0.0017308609931989847,4.401073101465646e-05
0.0027374,0.055696199999999994,0.0005222,0.0005806674703400485,0.001064162247445798,4.7165901053856934e-05
0.0025859,0.0604581,0.0005559,0.0003366968468320823,0.010488193832961791,0.00013472395646077368
0.002897,0.058338100000000004,0.0005455,0.0007080604180121606,0.0011042271757005235,7.642025618614188e-05
0.0025992000000000003,0.0586765,0.0005235,0.0001859437190836697,0.0007968896828712664,4.774294595947017e-05
0.0026936,0.060647700000000006,0.0005391,0.00031990352712445456,0.0017588743275174623,4.092662811531006e-05
0.0027552,0.0630777,0.0005434000000000001,0.0005582113896684263,0.0008742471110110176,4.982681116739372e-05
0.0028071,0.06368589999999999,0.0005608,0.0003772044685725649,0.0017951094952676273,5.554937743425513e-05
0.0027784,0.0684654,0.0005692,0.0003870504417313646,0.011885727960691156,6.754554019326516e-05
0.0028297,0.0669383,0.0005735,0.0001451137867713165,0.0009501637344280297,6.727101076161178e-05
0.0030700000000000002,0.0682406,0.0005930999999999999,0.0006152939676826571,0.0008305260983256349,5.599295590617727e-05
0.0031004,0.07320679999999999,0.0005949,0.000549354206723171,0.011847227840769801,5.083185790208515e-05
0.0041284,0.070691,0.0005986,0.0034086168325452937,0.0010464947841883083,6.034014694491002e-05
0.0030016,0.0772249,0.0006460999999999999,0.00030084222516868275,0.015125463970477806,0.00011049228228453082
0.0031649000000000004,0.07842879999999999,0.0006855,0.000840295113503451,0.011877033204185856,0.00019615087730282186
0.0031864999999999997,0.0756995,0.0006349999999999999,0.0006450736822685881,0.0017520258908538498,7.712759990215349e-05
0.0030632,0.0810988,0.0006714,0.00036650202364152564,0.012035879257915109,0.00019015911466161407
0.0030643,0.0792963,0.0006014,0.00027087063332890114,0.0010285760437506693,8.115718630465752e-05
0.0035959,0.0810472,0.0006726,0.0009337085495782693,0.0011879161773645666,5.855329955595063e-05
0.003789,0.0820207,0.0006854,0.0015501554760732875,0.0011592849376519398,7.729338048414408e-05
0.0031906000000000005,0.0835882,0.0007563,0.00036914471718043344,0.0014464849194589695,0.00022351736199031856
0.0032325,0.09782060000000001,0.0006923999999999999,0.0003266551868731172,0.019174723722187557,5.202179030624252e-05
0.0032109,0.0964487,0.0007225,0.0003947537769856603,0.01854364325973848,7.995033180391158e-05
0.0037183,0.0936907,0.0007266,0.0014041462451531812,0.0121595047601089,8.944420979955419e-05
0.0035819000000000003,0.0924569,0.0007436,0.0007189157654258097,0.0020597605820957825,5.333791646974348e-05
0.0033841,0.0937036,0.0007310000000000001,0.0005040000992063394,0.0021662766931098867,6.71151580825408e-05
0.0036466,0.0953856,0.000737,0.0004223671914867967,0.0018522114230172422,7.627144507175234e-05
0.0036843,0.0983666,0.0007286,0.0010332300002096986,0.0021245932525753943,6.115408589965367e-05
0.0060054999999999996,0.1071401,0.0007400999999999999,0.004887222143281168,0.01758457354520338,6.841125638372678e-05
0.0036247000000000002,0.10576060000000001,0.0007237000000000001,0.0008518748017037349,0.013055656732279356,6.587707407656242e-05
0.0037400000000000003,0.10675520000000001,0.0007268,0.0005371724324853446,0.011125375147732222,5.7921019021115686e-05
0.0049564,0.1141772,0.0008039,0.0015374033086127184,0.020019863928941513,5.4689934072815356e-05
